ISCO,job_title,category,category_label
3256,contact lens assistant,14,Health associate professionals
7511,butchery expert,32,"Food processing, wood working, garment and other craft and related trades workers"
7231,bus and coach technician,29,"Metal, machinery and related trades workers"
2635,youth resettlement officer,12,"Legal, social and cultural professionals"
3323,green coffee procurement specialist,15,Business and administration associate professionals
8121,oven packer,33,Stationary plant and machine operators
7319,wax figure maker,30,Handicraft and printing workers
4223,call centre telephonist,19,Customer services clerks
1324,household goods supply chain planner,5,Production and specialised services managers
3123,brickwork supervisor,13,Science and engineering associate professionals
1212, diversion and inclusion manager,4,Administrative and commercial managers
2149,optic engineer,7,Science and engineering professionals
9122,truck valeter,36,Cleaners and helpers
8142,aloe moulder,33,Stationary plant and machine operators
2653,stage dancer,12,"Legal, social and cultural professionals"
8312,level crossing signalwoman,35,Drivers and mobile plant operators
310,ordnance technician,2,"Armed forces occupations, other ranks"
7321,type setter,30,Handicraft and printing workers
2310,specialist lecturer in modern languages,9,Teaching professionals
9629,laundromat worker,41,Refuse workers and other elementary workers
3435,intelligent lighting technician,16,"Legal, social, cultural and related associate professionals"
9333,fish bobber,38,"Labourers in mining, construction, manufacturing and transport"
1324,chemical products supply chain planner,5,Production and specialised services managers
8114,paste slugger,33,Stationary plant and machine operators
2511,network integration consultant,11,Information and communications technology professionals
5111,cruise ship guest services officer,22,Personal service workers
9333,grab driver's mate,38,"Labourers in mining, construction, manufacturing and transport"
7511,master butcher,32,"Food processing, wood working, garment and other craft and related trades workers"
2659,hand to hand artist,12,"Legal, social and cultural professionals"
3331,assistant import export specialist in flowers and plants,15,Business and administration associate professionals
4226,receiving clerk,19,Customer services clerks
9321,box sealer,38,"Labourers in mining, construction, manufacturing and transport"
3131,control assistant,13,Science and engineering associate professionals
3119,manufacturing processing engineer,13,Science and engineering associate professionals
2221,diabetes nurse specialist,8,Health professionals
4311,book keeping clerk,20,Numerical and material recording clerks
2422,grade 6,10,Business and administration professionals
2635,care coordinator (mental health),12,"Legal, social and cultural professionals"
2149,heating adviser,7,Science and engineering professionals
7534,aircraft seating technician,32,"Food processing, wood working, garment and other craft and related trades workers"
310,bombardier,2,"Armed forces occupations, other ranks"
8154,drying machine operator,33,Stationary plant and machine operators
7223,hackle driller,29,"Metal, machinery and related trades workers"
7543,electronic QC inspector,32,"Food processing, wood working, garment and other craft and related trades workers"
3143,forestry technologist,13,Science and engineering associate professionals
4323,aircraft cargo operations and ramp services co-ordinator,20,Numerical and material recording clerks
7543,pulp quality grader,32,"Food processing, wood working, garment and other craft and related trades workers"
4212,casino pit boss,19,Customer services clerks
8122,anode attendant,33,Stationary plant and machine operators
2635,unemployment social worker,12,"Legal, social and cultural professionals"
5249,rental service assistant in office machinery and equipment,23,Sales workers
3339,auctioneer for personal property,15,Business and administration associate professionals
8159,non woven textile worker,33,Stationary plant and machine operators
6221,fish farm harvesting technician,27,"Market-oriented skilled forestry, fishery and hunting workers"
7231,suspension technician,29,"Metal, machinery and related trades workers"
4211,banking clerk,19,Customer services clerks
2512,software development engineer,11,Information and communications technology professionals
2310,professor of dentistry,9,Teaching professionals
8183,yardhand/filler,33,Stationary plant and machine operators
