ISCO,job_title,sub_major_category,sub_major_category_label,major_category,major_category_label
2521,database designer,25,Information and communications technology professionals,2,Professionals
7112,fixture setter,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
8343,tower crane driver,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
5321,resident care assistant,53,Personal care workers,5,Service and Sales Workers
2263,sanitary officer,22,Health professionals,2,Professionals
5132,tea barmaid,51,Personal service workers,5,Service and Sales Workers
8151,rope worker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7531,second hand,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
3331,trainee import specialist in pharmaceutical goods,33,Business and administration associate professionals,3,Technicians and Associate Professionals
2635,senior community worker,26,"Legal, social and cultural professionals",2,Professionals
3122,saw mill senior manager,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
1324,graduate machinery,13,Production and Specialized Services Managers,1,Managers
8350,senior crewman,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
4312,prescription pricer,43,Numerical and material recording clerks,4,Clerical Support Workers
2433,assistant technical sales engineer,24,Business and administration professionals,2,Professionals
2166,chief illustrator,21,Science and engineering professionals,2,Professionals
2144,aerospace engineer,21,Science and engineering professionals,2,Professionals
7313,brooch maker,73,Handicraft and printing workers,7,Craft and Related Trades Workers
3122,packing supervisor,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
5311,school bus aide,53,Personal care workers,5,Service and Sales Workers
8343,crane man,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
2131,drug safety officer,21,Science and engineering professionals,2,Professionals
1420,hardware and paint DIY shop manager,14,"Hospitality, retail and other services managers",1,Managers
3119,work measurement assistant,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
7223,nibbling drill operative,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2653,theatre choreographer,26,"Legal, social and cultural professionals",2,Professionals
3112,architectural assistant,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
8151,jute grinder,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2612,inquisitorial magistrate,26,"Legal, social and cultural professionals",2,Professionals
3324,wholesale buyer in waste and scrap,33,Business and administration associate professionals,3,Technicians and Associate Professionals
7543,vision system operator,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
2651,storyboarder,26,"Legal, social and cultural professionals",2,Professionals
3119,safety worker,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
7411,electrical worker,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
2642,video weblogger,26,"Legal, social and cultural professionals",2,Professionals
2659,stencil artist,26,"Legal, social and cultural professionals",2,Professionals
2359,degree program advisor,23,Teaching professionals,2,Professionals
3411,court bailiff,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
8151,ball winder,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8131,wet-mix operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
8219,dolly maker,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
5223,comic book  specialised seller,52,Sales workers,5,Service and Sales Workers
3119,leather goods manufacture technician,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
1324,train operations manager,13,Production and Specialized Services Managers,1,Managers
3412,older adult services worker,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
3118,engineer-draughtsman,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
5223,antiquarian book shop salesperson,52,Sales workers,5,Service and Sales Workers
1324,perfume and cosmetics supply chain manager,13,Production and Specialized Services Managers,1,Managers
2643,sworn sign language interpreter,26,"Legal, social and cultural professionals",2,Professionals
3111,radioactive equipment technician,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
8181,thrower's attendant,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7233,machine maintenance hand,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2152,biomedical systems engineer,21,Science and engineering professionals,2,Professionals
8154,felt miller,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7223,automatic boring machine operator,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
7318,asbestos rover,73,Handicraft and printing workers,7,Craft and Related Trades Workers
9621,porter-guard,96,Refuse workers and other elementary workers,9,Elementary Occupations
2269,podology assistant,22,Health professionals,2,Professionals
6112,arboriculturists,61,Market-oriented skilled agricultural workers,6,"Skilled Agricultural, Forestry and Fishery Workers"
3119,textile process checker,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
9112,domestic orderly,91,Cleaners and helpers,9,Elementary Occupations
7512,bakery hand,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
1420,delicatessen department manager,14,"Hospitality, retail and other services managers",1,Managers
9211,vineyard worker,92,"Agricultural, forestry and fishery labourers",9,Elementary Occupations
8112,brine maker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
9520,newspaper vendor,95,Street and related sales and service workers,9,Elementary Occupations
7132,lacquer coating machine specialist,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
1346,insurance and claims manager,13,Production and Specialized Services Managers,1,Managers
2269,foot health professional,22,Health professionals,2,Professionals
3331,senior export specialist in electronic and telecommunications equipment,33,Business and administration associate professionals,3,Technicians and Associate Professionals
3412,learning disability support assistant,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
